	client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
59	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395666.mp3	семь.	2	0	twenties	male		ru	Singleword Benchmark
60	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395668.mp3	три.	2	0	twenties	male		ru	Singleword Benchmark
61	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395673.mp3	да.	2	0	twenties	male		ru	Singleword Benchmark
62	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395674.mp3	firefox.	2	0	twenties	male		ru	Singleword Benchmark
63	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395675.mp3	ноль.	2	0	twenties	male		ru	Singleword Benchmark
64	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395676.mp3	девять.	2	0	twenties	male		ru	Singleword Benchmark
65	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395678.mp3	эй.	2	0	twenties	male		ru	Singleword Benchmark
66	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395745.mp3	два.	2	0	twenties	male		ru	Singleword Benchmark
67	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395749.mp3	восемь.	2	0	twenties	male		ru	Singleword Benchmark
68	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395750.mp3	нет.	2	0	twenties	male		ru	Singleword Benchmark
69	373d8b9b728b227c8b842f49c0e614343bdbf653fd4f4e964410c62d7a44d13c086f5b3cf7688be1aa3b0df2421e94ac4f344c834ad4711fef7de426b323670f	common_voice_ru_22395751.mp3	один.	2	0	twenties	male		ru	Singleword Benchmark
70	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898685.mp3	девять.	2	0	twenties	male		ru	Singleword Benchmark
71	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898686.mp3	шесть.	2	0	twenties	male		ru	Singleword Benchmark
72	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898687.mp3	два.	2	0	twenties	male		ru	Singleword Benchmark
73	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898688.mp3	три.	2	0	twenties	male		ru	Singleword Benchmark
74	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898689.mp3	один.	2	1	twenties	male		ru	Singleword Benchmark
75	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898690.mp3	пять.	2	0	twenties	male		ru	Singleword Benchmark
76	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898691.mp3	семь.	2	0	twenties	male		ru	Singleword Benchmark
77	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898692.mp3	четыре.	2	0	twenties	male		ru	Singleword Benchmark
78	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898695.mp3	восемь.	2	0	twenties	male		ru	Singleword Benchmark
79	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898696.mp3	нет.	2	1	twenties	male		ru	Singleword Benchmark
80	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898700.mp3	да.	2	0	twenties	male		ru	Singleword Benchmark
81	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898701.mp3	ноль.	2	0	twenties	male		ru	Singleword Benchmark
82	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_21898702.mp3	firefox.	2	0	twenties	male		ru	Singleword Benchmark
83	3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3	common_voice_ru_22005094.mp3	эй.	2	1	twenties	male		ru	Singleword Benchmark
84	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220194.mp3	три.	2	0	thirties	male		ru	Singleword Benchmark
85	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220195.mp3	пять.	2	0	thirties	male		ru	Singleword Benchmark
86	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220198.mp3	четыре.	2	0	thirties	male		ru	Singleword Benchmark
87	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220201.mp3	девять.	2	1	thirties	male		ru	Singleword Benchmark
88	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220204.mp3	один.	2	0	thirties	male		ru	Singleword Benchmark
89	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220228.mp3	два.	2	0	thirties	male		ru	Singleword Benchmark
90	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220231.mp3	нет.	2	0	thirties	male		ru	Singleword Benchmark
91	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220233.mp3	ноль.	2	0	thirties	male		ru	Singleword Benchmark
92	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220235.mp3	firefox.	2	0	thirties	male		ru	Singleword Benchmark
93	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220239.mp3	восемь.	2	0	thirties	male		ru	Singleword Benchmark
94	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220266.mp3	да.	2	0	thirties	male		ru	Singleword Benchmark
95	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220269.mp3	шесть.	2	0	thirties	male		ru	Singleword Benchmark
96	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220274.mp3	эй.	2	0	thirties	male		ru	Singleword Benchmark
97	3850e79e11a50388e6f8a9027e19cafbaacbc4986fe471ce0a931835ffebdc65f6887187f7942fe8fb43be33ec52d6eae64947956b13fe193d0374dd3319e6fd	common_voice_ru_22220277.mp3	семь.	2	0	thirties	male		ru	Singleword Benchmark
98	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369991.mp3	один.	2	1	thirties	male		ru	Singleword Benchmark
99	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369992.mp3	восемь.	2	0	thirties	male		ru	Singleword Benchmark
100	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369993.mp3	семь.	2	0	thirties	male		ru	Singleword Benchmark
101	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369994.mp3	ноль.	2	0	thirties	male		ru	Singleword Benchmark
102	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369995.mp3	два.	2	0	thirties	male		ru	Singleword Benchmark
103	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369998.mp3	четыре.	2	0	thirties	male		ru	Singleword Benchmark
104	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22369999.mp3	шесть.	2	1	thirties	male		ru	Singleword Benchmark
105	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22370000.mp3	эй.	2	0	thirties	male		ru	Singleword Benchmark
106	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22370001.mp3	firefox.	2	0	thirties	male		ru	Singleword Benchmark
107	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22370002.mp3	нет.	2	0	thirties	male		ru	Singleword Benchmark
108	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22370004.mp3	да.	2	0	thirties	male		ru	Singleword Benchmark
109	44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3	common_voice_ru_22370005.mp3	пять.	2	1	thirties	male		ru	Singleword Benchmark
